987,2379
988,2378
989,2377
990,2376
991,1751
992,1752
993,1753
994,1128
995,1127
996,1126
997,1125
998,1750
999,2375
1000,2250
1001,2125
1002,2000
1003,1375
1004,1500
1005,1625
1006,1000
1007,875
1008,750
1009,751
1010,752
1011,753
1012,878
1013,877
1014,876
1015,1001
1016,1002
1017,1003
1018,1628
1019,1627
1020,1626
1021,1501
1022,1502
1023,1503
1024,1378
1025,1377
1026,1376
1027,2001
1028,2002
1029,2003
1030,2128
1031,2127
1032,2126
1033,2251
1034,2252
1035,2253
1036,2254
1037,2129
1038,2004
1039,1379
1040,1504
1041,1629
1042,1004
1043,879
1044,754
1045,759
1046,764
1047,769
1048,894
1049,889
1050,884
1051,1009
1052,1014
1053,1019
1054,1644
1055,1639
1056,1634
1057,1509
1058,1514
1059,1519
1060,1394
1061,1389
1062,1384
1063,2009
1064,2014
1065,2019
1066,2144
1067,2139
1068,2134
1069,2259
1070,2264
1071,2269
1072,2268
1073,2267
1074,2266
1075,2261
1076,2262
1077,2263
1078,2258
1079,2257
1080,2256
1081,2131
1082,2132
1083,2133
1084,2138
1085,2137
1086,2136
1087,2141
1088,2142
1089,2143
1090,2018
1091,2017
1092,2016
1093,2011
1094,2012
1095,2013
1096,2008
1097,2007
1098,2006
1099,1381
1100,1382
1101,1383
1102,1388
1103,1387
1104,1386
1105,1391
1106,1392
1107,1393
1108,1518
1109,1517
1110,1516
1111,1511
1112,1512
1113,1513
1114,1508
1115,1507
1116,1506
1117,1631
1118,1632
1119,1633
1120,1638
1121,1637
1122,1636
1123,1641
1124,1642
1125,1643
1126,1018
1127,1017
1128,1016
1129,1011
1130,1012
1131,1013
1132,1008
1133,1007
1134,1006
1135,881
1136,882
1137,883
1138,888
1139,887
1140,886
1141,891
1142,892
1143,893
1144,768
1145,767
1146,766
1147,761
1148,762
1149,763
1150,758
1151,757
1152,756
1153,755
1154,760
1155,765
1156,890
1157,885
1158,880
1159,1005
1160,1010
1161,1015
1162,1640
1163,1635
1164,1630
1165,1505
1166,1510
1167,1515
1168,1390
1169,1385
1170,1380
1171,2005
1172,2010
1173,2015
1174,2140
1175,2135
1176,2130
1177,2255
1178,2260
1179,2265
1180,2270
1181,2145
1182,2020
1183,1395
1184,1520
1185,1645
1186,1020
1187,895
1188,770
1189,771
1190,772
1191,773
1192,898
1193,897
1194,896
1195,1021
1196,1022
1197,1023
1198,1648
1199,1647
1200,1646
1201,1521
1202,1522
1203,1523
1204,1398
1205,1397
1206,1396
1207,2021
1208,2022
1209,2023
1210,2148
1211,2147
1212,2146
1213,2271
1214,2272
1215,2273
1216,2274
1217,2149
1218,2024
1219,1399
1220,1524
1221,1649
1222,1024
1223,899
1224,774
1225,799
1226,824
1227,849
1228,974
1229,949
1230,924
1231,1049
1232,1074
1233,1099
1234,1724
1235,1699
1236,1674
1237,1549
1238,1574
1239,1599
1240,1474
1241,1449
1242,1424
1243,2049
1244,2074
1245,2099
1246,2224
1247,2199
1248,2174
1249,2299
1250,2324
1251,2349
1252,2348
1253,2347
1254,2346
1255,2321
1256,2322
1257,2323
1258,2298
1259,2297
1260,2296
1261,2171
1262,2172
1263,2173
1264,2198
1265,2197
1266,2196
1267,2221
1268,2222
1269,2223
1270,2098
1271,2097
1272,2096
1273,2071
1274,2072
1275,2073
1276,2048
1277,2047
1278,2046
1279,1421
1280,1422
1281,1423
1282,1448
1283,1447
1284,1446
1285,1471
1286,1472
1287,1473
1288,1598
1289,1597
1290,1596
1291,1571
1292,1572
1293,1573
1294,1548
1295,1547
1296,1546
1297,1671
1298,1672
1299,1673
1300,1698
1301,1697
1302,1696
1303,1721
1304,1722
1305,1723
1306,1098
1307,1097
1308,1096
1309,1071
1310,1072
1311,1073
1312,1048
1313,1047
1314,1046
1315,921
1316,922
1317,923
1318,948
1319,947
1320,946
1321,971
1322,972
1323,973
1324,848
1325,847
1326,846
1327,821
1328,822
1329,823
1330,798
1331,797
1332,796
1333,795
1334,820
1335,845
1336,970
1337,945
1338,920
1339,1045
1340,1070
1341,1095
1342,1720
1343,1695
1344,1670
1345,1545
1346,1570
1347,1595
1348,1470
1349,1445
1350,1420
1351,2045
1352,2070
1353,2095
1354,2220
1355,2195
1356,2170
1357,2295
1358,2320
1359,2345
1360,2340
1361,2335
1362,2330
1363,2305
1364,2310
1365,2315
1366,2290
1367,2285
1368,2280
1369,2155
1370,2160
1371,2165
1372,2190
1373,2185
1374,2180
1375,2205
1376,2210
1377,2215
1378,2090
1379,2085
1380,2080
1381,2055
1382,2060
1383,2065
1384,2040
1385,2035
1386,2030
1387,1405
1388,1410
1389,1415
1390,1440
1391,1435
1392,1430
1393,1455
1394,1460
1395,1465
1396,1590
1397,1585
1398,1580
1399,1555
1400,1560
1401,1565
1402,1540
1403,1535
1404,1530
1405,1655
1406,1660
1407,1665
1408,1690
1409,1685
1410,1680
1411,1705
1412,1710
1413,1715
1414,1090
1415,1085
1416,1080
1417,1055
1418,1060
1419,1065
1420,1040
1421,1035
1422,1030
1423,905
1424,910
1425,915
1426,940
1427,935
1428,930
1429,955
1430,960
1431,965
1432,840
1433,835
1434,830
1435,805
1436,810
1437,815
1438,790
1439,785
1440,780
1441,781
1442,782
1443,783
1444,788
1445,787
1446,786
1447,791
1448,792
1449,793
1450,818
1451,817
1452,816
1453,811
1454,812
1455,813
1456,808
1457,807
1458,806
1459,831
1460,832
1461,833
1462,838
1463,837
1464,836
1465,841
1466,842
1467,843
1468,968
1469,967
1470,966
1471,961
1472,962
1473,963
1474,958
1475,957
1476,956
1477,931
1478,932
1479,933
1480,938
1481,937
1482,936
1483,941
1484,942
1485,943
1486,918
1487,917
1488,916
1489,911
1490,912
1491,913
1492,908
1493,907
1494,906
1495,1031
1496,1032
1497,1033
1498,1038
1499,1037
1500,1036
1501,1041
1502,1042
1503,1043
1504,1068
1505,1067
1506,1066
1507,1061
1508,1062
1509,1063
1510,1058
1511,1057
1512,1056
1513,1081
1514,1082
1515,1083
1516,1088
1517,1087
1518,1086
1519,1091
1520,1092
1521,1093
1522,1718
1523,1717
1524,1716
1525,1711
1526,1712
1527,1713
1528,1708
1529,1707
1530,1706
1531,1681
1532,1682
1533,1683
1534,1688
1535,1687
1536,1686
1537,1691
1538,1692
1539,1693
1540,1668
1541,1667
1542,1666
1543,1661
1544,1662
1545,1663
1546,1658
1547,1657
1548,1656
1549,1531
1550,1532
1551,1533
1552,1538
1553,1537
1554,1536
1555,1541
1556,1542
1557,1543
1558,1568
1559,1567
1560,1566
1561,1561
1562,1562
1563,1563
1564,1558
1565,1557
1566,1556
1567,1581
1568,1582
1569,1583
1570,1588
1571,1587
1572,1586
1573,1591
1574,1592
1575,1593
1576,1468
1577,1467
1578,1466
1579,1461
1580,1462
1581,1463
1582,1458
1583,1457
1584,1456
1585,1431
1586,1432
1587,1433
1588,1438
1589,1437
1590,1436
1591,1441
1592,1442
1593,1443
1594,1418
1595,1417
1596,1416
1597,1411
1598,1412
1599,1413
1600,1408
1601,1407
1602,1406
1603,2031
1604,2032
1605,2033
1606,2038
1607,2037
1608,2036
1609,2041
1610,2042
1611,2043
1612,2068
1613,2067
1614,2066
1615,2061
1616,2062
1617,2063
1618,2058
1619,2057
1620,2056
1621,2081
1622,2082
1623,2083
1624,2088
1625,2087
1626,2086
1627,2091
1628,2092
1629,2093
1630,2218
1631,2217
1632,2216
1633,2211
1634,2212
1635,2213
1636,2208
1637,2207
1638,2206
1639,2181
1640,2182
1641,2183
1642,2188
1643,2187
1644,2186
1645,2191
1646,2192
1647,2193
1648,2168
1649,2167
1650,2166
1651,2161
1652,2162
1653,2163
1654,2158
1655,2157
1656,2156
1657,2281
1658,2282
1659,2283
1660,2288
1661,2287
1662,2286
1663,2291
1664,2292
1665,2293
1666,2318
1667,2317
1668,2316
1669,2311
1670,2312
1671,2313
1672,2308
1673,2307
1674,2306
1675,2331
1676,2332
1677,2333
1678,2338
1679,2337
1680,2336
1681,2341
1682,2342
1683,2343
1684,2344
1685,2339
1686,2334
1687,2309
1688,2314
1689,2319
1690,2294
1691,2289
1692,2284
1693,2159
1694,2164
1695,2169
1696,2194
1697,2189
1698,2184
1699,2209
1700,2214
1701,2219
1702,2094
1703,2089
1704,2084
1705,2059
1706,2064
1707,2069
1708,2044
1709,2039
1710,2034
1711,1409
1712,1414
1713,1419
1714,1444
1715,1439
1716,1434
1717,1459
1718,1464
1719,1469
1720,1594
1721,1589
1722,1584
1723,1559
1724,1564
1725,1569
1726,1544
1727,1539
1728,1534
1729,1659
1730,1664
1731,1669
1732,1694
1733,1689
1734,1684
1735,1709
1736,1714
1737,1719
1738,1094
1739,1089
1740,1084
1741,1059
1742,1064
1743,1069
1744,1044
1745,1039
1746,1034
1747,909
1748,914
1749,919
1750,944
1751,939
1752,934
1753,959
1754,964
1755,969
1756,844
1757,839
1758,834
1759,809
1760,814
1761,819
1762,794
1763,789
1764,784
1765,779
1766,804
1767,829
1768,954
1769,929
1770,904
1771,1029
1772,1054
1773,1079
1774,1704
1775,1679
1776,1654
1777,1529
1778,1554
1779,1579
1780,1454
1781,1429
1782,1404
1783,2029
1784,2054
1785,2079
1786,2204
1787,2179
1788,2154
1789,2279
1790,2304
1791,2329
1792,2328
1793,2327
1794,2326
1795,2301
1796,2302
1797,2303
1798,2278
1799,2277
1800,2276
1801,2151
1802,2152
1803,2153
1804,2178
1805,2177
1806,2176
1807,2201
1808,2202
1809,2203
1810,2078
1811,2077
1812,2076
1813,2051
1814,2052
1815,2053
1816,2028
1817,2027
1818,2026
1819,1401
1820,1402
1821,1403
1822,1428
1823,1427
1824,1426
1825,1451
1826,1452
1827,1453
1828,1578
1829,1577
1830,1576
1831,1551
1832,1552
1833,1553
1834,1528
1835,1527
1836,1526
1837,1651
1838,1652
1839,1653
1840,1678
1841,1677
1842,1676
1843,1701
1844,1702
1845,1703
1846,1078
1847,1077
1848,1076
1849,1051
1850,1052
1851,1053
1852,1028
1853,1027
1854,1026
1855,901
1856,902
1857,903
1858,928
1859,927
1860,926
1861,951
1862,952
1863,953
1864,828
1865,827
1866,826
1867,801
1868,802
1869,803
1870,778
1871,777
1872,776
1873,775
1874,800
1875,825
1876,950
1877,925
1878,900
1879,1025
1880,1050
1881,1075
1882,1700
1883,1675
1884,1650
1885,1525
1886,1550
1887,1575
1888,1450
1889,1425
1890,1400
1891,2025
1892,2050
1893,2075
1894,2200
1895,2175
1896,2150
1897,2275
1898,2300
1899,2325
1900,2350
1901,2225
1902,2100
1903,1475
1904,1600
1905,1725
1906,1100
1907,975
1908,850
1909,851
1910,852
1911,853
1912,978
1913,977
1914,976
1915,1101
1916,1102
1917,1103
1918,1728
1919,1727
1920,1726
1921,1601
1922,1602
1923,1603
1924,1478
1925,1477
1926,1476
1927,2101
1928,2102
1929,2103
1930,2228
1931,2227
1932,2226
1933,2351
1934,2352
1935,2353
1936,2354
1937,2229
1938,2104
1939,1479
1940,1604
1941,1729
1942,1104
1943,979
1944,854
1945,859
1946,864
1947,869
1948,994
1949,989
1950,984
1951,1109
1952,1114
1953,1119
1954,1744
1955,1739
1956,1734
1957,1609
1958,1614
1959,1619
1960,1494
1961,1489
1962,1484
1963,2109
1964,2114
1965,2119
1966,2244
1967,2239
1968,2234
1969,2359
1970,2364
1971,2369
1972,2368
1973,2367
1974,2366
1975,2361
1976,2362
1977,2363
1978,2358
1979,2357
1980,2356
1981,2231
1982,2232
1983,2233
1984,2238
1985,2237
1986,2236
1987,2241
1988,2242
1989,2243
1990,2118
1991,2117
1992,2116
1993,2111
1994,2112
1995,2113
1996,2108
1997,2107
1998,2106
1999,1481
2000,1482
2001,1483
2002,1488
2003,1487
2004,1486
2005,1491
2006,1492
2007,1493
2008,1618
2009,1617
2010,1616
2011,1611
2012,1612
2013,1613
2014,1608
2015,1607
2016,1606
2017,1731
2018,1732
2019,1733
2020,1738
2021,1737
2022,1736
2023,1741
2024,1742
2025,1743
2026,1118
2027,1117
2028,1116
2029,1111
2030,1112
2031,1113
2032,1108
2033,1107
2034,1106
2035,981
2036,982
2037,983
2038,988
2039,987
2040,986
2041,991
2042,992
2043,993
2044,868
2045,867
2046,866
2047,861
2048,862
2049,863
2050,858
2051,857
2052,856
2053,855
2054,860
2055,865
2056,990
2057,985
2058,980
2059,1105
2060,1110
2061,1115
2062,1740
2063,1735
2064,1730
2065,1605
2066,1610
2067,1615
2068,1490
2069,1485
2070,1480
2071,2105
2072,2110
2073,2115
2074,2240
2075,2235
2076,2230
2077,2355
2078,2360
2079,2365
2080,2370
2081,2245
2082,2120
2083,1495
2084,1620
2085,1745
2086,1120
2087,995
2088,870
2089,871
2090,872
2091,873
2092,998
2093,997
2094,996
2095,1121
2096,1122
2097,1123
2098,1748
2099,1747
2100,1746
2101,1621
2102,1622
2103,1623
2104,1498
2105,1497
2106,1496
2107,2121
2108,2122
2109,2123
2110,2248
2111,2247
2112,2246
2113,2371
2114,2372
2115,2373
2116,2374
2117,2249
2118,2124
2119,1499
2120,1624
2121,1749
2122,1124
2123,999
2124,874
2125,749
2126,1374
2127,1999
2128,1998
2129,1997
2130,1996
2131,1371
2132,1372
2133,1373
2134,748
2135,747
2136,746
2137,745
2138,1370
2139,1995
2140,1990
2141,1985
2142,1980
2143,1355
2144,1360
2145,1365
2146,740
2147,735
2148,730
2149,731
2150,732
2151,733
2152,738
2153,737
2154,736
2155,741
2156,742
2157,743
2158,1368
2159,1367
2160,1366
2161,1361
2162,1362
2163,1363
2164,1358
2165,1357
2166,1356
2167,1981
2168,1982
2169,1983
2170,1988
2171,1987
2172,1986
2173,1991
2174,1992
2175,1993
2176,1994
2177,1989
2178,1984
2179,1359
2180,1364
2181,1369
2182,744
2183,739
2184,734
2185,729
2186,1354
2187,1979
2188,1978
2189,1977
2190,1976
2191,1351
2192,1352
2193,1353
2194,728
2195,727
2196,726
2197,725
2198,1350
2199,1975
2200,1950
2201,1925
2202,1900
2203,1275
2204,1300
2205,1325
2206,700
2207,675
2208,650
2209,651
2210,652
2211,653
2212,678
2213,677
2214,676
2215,701
2216,702
2217,703
2218,1328
2219,1327
2220,1326
2221,1301
2222,1302
2223,1303
2224,1278
2225,1277
2226,1276
2227,1901
2228,1902
2229,1903
2230,1928
2231,1927
2232,1926
2233,1951
2234,1952
2235,1953
2236,1954
2237,1929
2238,1904
2239,1279
2240,1304
2241,1329
2242,704
2243,679
2244,654
2245,659
2246,664
2247,669
2248,694
2249,689
2250,684
2251,709
2252,714
2253,719
2254,1344
2255,1339
2256,1334
2257,1309
2258,1314
2259,1319
2260,1294
2261,1289
2262,1284
2263,1909
2264,1914
2265,1919
2266,1944
2267,1939
2268,1934
2269,1959
2270,1964
2271,1969
2272,1968
2273,1967
2274,1966
2275,1961
2276,1962
2277,1963
2278,1958
2279,1957
2280,1956
2281,1931
2282,1932
2283,1933
2284,1938
2285,1937
2286,1936
2287,1941
2288,1942
2289,1943
2290,1918
2291,1917
2292,1916
2293,1911
2294,1912
2295,1913
2296,1908
2297,1907
2298,1906
2299,1281
2300,1282
2301,1283
2302,1288
2303,1287
2304,1286
2305,1291
2306,1292
2307,1293
2308,1318
2309,1317
2310,1316
2311,1311
2312,1312
2313,1313
2314,1308
2315,1307
2316,1306
2317,1331
2318,1332
2319,1333
2320,1338
2321,1337
2322,1336
2323,1341
2324,1342
2325,1343
2326,718
2327,717
2328,716
2329,711
2330,712
2331,713
2332,708
2333,707
2334,706
2335,681
2336,682
2337,683
2338,688
2339,687
2340,686
2341,691
2342,692
2343,693
2344,668
2345,667
2346,666
2347,661
2348,662
2349,663
2350,658
2351,657
2352,656
2353,655
2354,660
2355,665
2356,690
2357,685
2358,680
2359,705
2360,710
2361,715
2362,1340
2363,1335
2364,1330
2365,1305
2366,1310
2367,1315
2368,1290
2369,1285
2370,1280
2371,1905
2372,1910
2373,1915
2374,1940
2375,1935
2376,1930
2377,1955
2378,1960
2379,1965
2380,1970
2381,1945
2382,1920
2383,1295
2384,1320
2385,1345
2386,720
2387,695
2388,670
2389,671
2390,672
2391,673
2392,698
2393,697
2394,696
2395,721
2396,722
2397,723
2398,1348
2399,1347
2400,1346
2401,1321
2402,1322
2403,1323
2404,1298
2405,1297
2406,1296
2407,1921
2408,1922
2409,1923
2410,1948
2411,1947
2412,1946
2413,1971
2414,1972
2415,1973
2416,1974
2417,1949
2418,1924
2419,1299
2420,1324
2421,1349
2422,724
2423,699
2424,674
2425,649
2426,1274
2427,1899
2428,1898
2429,1897
2430,1896
2431,1271
2432,1272
2433,1273
2434,648
2435,647
2436,646
2437,645
2438,1270
2439,1895
2440,1890
2441,1885
2442,1880
2443,1255
2444,1260
2445,1265
2446,640
2447,635
2448,630
2449,631
2450,632
2451,633
2452,638
2453,637
2454,636
2455,641
2456,642
2457,643
2458,1268
2459,1267
2460,1266
2461,1261
2462,1262
2463,1263
2464,1258
2465,1257
2466,1256
2467,1881
2468,1882
2469,1883
2470,1888
2471,1887
2472,1886
2473,1891
2474,1892
2475,1893
2476,1894
2477,1889
2478,1884
2479,1259
2480,1264
2481,1269
2482,644
2483,639
2484,634
2485,629
2486,1254
2487,1879
2488,1878
2489,1877
2490,1876
2491,1251
2492,1252
2493,1253
2494,628
2495,627
2496,626
2497,625
2498,1250
2499,1875
2500,2500
2501,2501
2502,2502
2503,2503
2504,2504
2505,2509
2506,2514
2507,2519
2508,2518
2509,2517
2510,2516
2511,2511
2512,2512
2513,2513
2514,2508
2515,2507
2516,2506
2517,2505
2518,2510
2519,2515
2520,2520
2521,2521
2522,2522
2523,2523
2524,2524
2525,2549
2526,2574
2527,2599
2528,2598
2529,2597
2530,2596
2531,2571
2532,2572
2533,2573
2534,2548
2535,2547
2536,2546
2537,2545
2538,2570
2539,2595
2540,2590
2541,2585
2542,2580
2543,2555
2544,2560
2545,2565
2546,2540
2547,2535
2548,2530
2549,2531
2550,2532
2551,2533
2552,2538
2553,2537
2554,2536
2555,2541
2556,2542
2557,2543
2558,2568
2559,2567
2560,2566
2561,2561
2562,2562
2563,2563
2564,2558
2565,2557
2566,2556
2567,2581
2568,2582
2569,2583
2570,2588
2571,2587
2572,2586
2573,2591
2574,2592
2575,2593
2576,2594
2577,2589
2578,2584
2579,2559
2580,2564
2581,2569
2582,2544
2583,2539
2584,2534
2585,2529
2586,2554
2587,2579
2588,2578
2589,2577
2590,2576
2591,2551
2592,2552
2593,2553
2594,2528
2595,2527
2596,2526
2597,2525
2598,2550
2599,2575
2600,2600
2601,2601
2602,2602
2603,2603
2604,2604
2605,2609
2606,2614
2607,2619
2608,2618
2609,2617
2610,2616
2611,2611
2612,2612
2613,2613
2614,2608
2615,2607
2616,2606
2617,2605
2618,2610
2619,2615
2620,2620
2621,2621
2622,2622
2623,2623
2624,2624
2625,2749
2626,2874
2627,2999
2628,2998
2629,2997
2630,2996
2631,2871
2632,2872
2633,2873
2634,2748
2635,2747
2636,2746
2637,2745
2638,2870
2639,2995
2640,2990
2641,2985
2642,2980
2643,2855
2644,2860
2645,2865
2646,2740
2647,2735
2648,2730
2649,2731
2650,2732
2651,2733
2652,2738
2653,2737
2654,2736
2655,2741
2656,2742
2657,2743
2658,2868
2659,2867
2660,2866
2661,2861
2662,2862
2663,2863
2664,2858
2665,2857
